screen_name,user_name,status_id,url,title,published_date,geoLocation
"Domdalom","Conspiracy Not Collusion","1054071552575102976","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:06:56 EDT 2018",
"CodyHall09","Cody Hall","1054071554861096960","Not Available","Editorial: The solution is already here: Brian Kemp for governor - Opinion - The Augusta Chronicle - Augusta, GA #gapol #kempforgovernor #keepchoppin ⁦@BrianKempGA⁩  https://t.co/RT5oiaFyYC","null","Sun Oct 21 14:06:57 EDT 2018",
"vhh1525","Deb Houchen McMahon","1054071568727457794","Not Available","We literally need to bring in @UN observers for some of our states!  Kansas, North Dakota - and Georgia is a full on banana republic thanks to @BrianKempGA and Gov @NathanDeal is letting it happen!","null","Sun Oct 21 14:07:00 EDT 2018",
"SarahLies4Trump","👻🎃🕷ѕαrαh ѕlαndєrѕ MOB BOSS LADY👹💀🕸","1054071593658388481","Not Available","@UniteBlue @UniteBlueGA @DemRoundtable @BlueActionDems @youngdems @youngdemocrat @CollegeDems @USProgressives @PplsAction @DFAaction @dscc @YoungDemsUGA @staceyabrams @PolitiZoom @Madam_President @NAACP @ACLU @ACLUofGA","null","Sun Oct 21 14:07:06 EDT 2018",
"SarahLies4Trump","👻🎃🕷ѕαrαh ѕlαndєrѕ MOB BOSS LADY👹💀🕸","1054071604357980163","Not Available","@realDonaldTrump @BrianKempGA 9/  information. The exact match checks disproportionately and negatively impact the ability of voting-eligible African-American, Latino and Asian-American applicants. 

IF NOTHING IS DONE RIGHT AWAY ABOUT KEMP I WILL KNOW THIS TWEET IS NOTHING BUT A SHOW FOR MIDTERMS AND A LIE!","null","Sun Oct 21 14:07:08 EDT 2018",
"Domdalom","Conspiracy Not Collusion","1054071604961931264","Not Available","@realDonaldTrump @BrianKempGA 2/  security and democracy in general. Kemp is maliciously wielding the power of his office to suppress the vote for political gain and silence the voices of thousands of eligible voters -- the majority of them people of color

1. In 2014 approximately 40,000 voter registrations","null","Sun Oct 21 14:07:08 EDT 2018",
"Domdalom","Conspiracy Not Collusion","1054071623161012224","Not Available","@realDonaldTrump @BrianKempGA 4/  in the runoff between Jon Ossoff and Karen Handel despite known breaches, faulty equipment, and theft of electronic polling books that contained voter data.
4. Leaked voter information including Social Security numbers and driver’s license data twice. To settle a lawsuit Kemp","null","Sun Oct 21 14:07:13 EDT 2018",
"TXCenterLefty","BETO FOR TEXAS 🇨🇱🇺🇸🎩🎤🌊","1054071631058882560","Not Available","@BrianKempGA @torithompson_ @kennesawstate I'm Brian Kemp and I approve this message. https://t.co/puRSgrsIru","null","Sun Oct 21 14:07:15 EDT 2018",
"Domdalom","Conspiracy Not Collusion","1054071636754722816","Not Available","@realDonaldTrump @BrianKempGA 5/  admitted he leaked the data and as part of the settlement the state agreed to pay $1.2 million for a year’s worth of credit monitoring for millions of Georgians.
5. Massive breach of 6 million registered voters password files and encryption keys that could be accessed online","null","Sun Oct 21 14:07:16 EDT 2018",
"Domdalom","Conspiracy Not Collusion","1054071656241553408","Not Available","@realDonaldTrump @BrianKempGA 6/  by anyone looking. Days after the lawsuit filed technicians erased the hard drives of the server in question. 
6. Over 1.4 million voter registrations have been purged since 2012 with nearly 670,000 in 2017 alone using a racially biased methodology called Crosscheck Program","null","Sun Oct 21 14:07:21 EDT 2018",
"ghailu2","mss","1054071660981161985","Not Available","@BrianKempGA This is for👉 my very few liberal neighbors and all you👉 liberal twitter trolls, who can't vote in GA  👉 👉👉 This video is for You😎👉American Media, Soviet Tactics" 
Remember👉👉👉
VoteKemp4GAgov
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
VoteKemp4GAgov
https://t.co/a489LYrvoG","null","Sun Oct 21 14:07:22 EDT 2018",
"asil5972","Elle Kay Ess","1054071662071685120","Not Available","@krassenstein Democrats should register as republicans - especially the youth & minority votes....help counter the risks of being purged by all these sleazy R sec of states...i.e. @BrianKempGA","null","Sun Oct 21 14:07:22 EDT 2018",
"Domdalom","Conspiracy Not Collusion","1054071677267542017","Not Available","@realDonaldTrump @BrianKempGA 8/  retire its antiquated touch-screen voting machines. Four days later the election servers were wiped clean.
8. 2018 around 53,000 voters (nearly 70% of them African-Americans) had their registrations placed on hold because of a mismatch with drivers license or social security","null","Sun Oct 21 14:07:26 EDT 2018",
"clare_latham","Clare Latham","1054071709949722624","Not Available","The promises made by this party and this candidate are as healthy for you, Georgia, as the ingredients in that little sign. #YourVoiceYourVote #voteStaceyAbrams","null","Sun Oct 21 14:07:34 EDT 2018",
"coleycane2030","Cole","1054071725523193858","Not Available","Pretty effing #DEPLORABLE.  What do you say, @BrianKempGA ? @teamabrams?
@ajc @nytimes @washingtonpost @AlJazeera","null","Sun Oct 21 14:07:37 EDT 2018",
"topjob66t","TopJob","1054071732703805442","Not Available","Stacey Abrams could lose by .8% of the vote, while Brian Kemp has disenfranchised over 1,000,000 people (or more than 1% of the Georgia electorate), in his time as Secretary of State. 

Talk about undemocratic and self-dealing corruption. 

@BrianKempGA is a danger to democracy. https://t.co/v5DTeS4tKP","null","Sun Oct 21 14:07:39 EDT 2018",
"Hollaworldwide","Lisa Amaral","1054071753448796160","Not Available","@realDonaldTrump So does that mean you are going to prosecute @BrianKempGA and @KrisKobach1787 for CHEATING?

How can the Secretary of State running for Office also be the same person to oversea & make decisions for their states elections?

Huge Conflict of Interest!

Cheating just like in 2016.","null","Sun Oct 21 14:07:44 EDT 2018",
"hhelenhh","hhelenhh","1054071771597438976","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:07:48 EDT 2018",
"aramazad12","aram-azad","1054071804187340801","Not Available","Honored to have the strong endorsement of Congressman @AustinScott4GA and look forward to working together to strengthen rural Georgia and keep our entire state moving in the right direction! #gapol #gagop #tcot #gafirst https://t.co/F8WTJ1NIiK","null","Sun Oct 21 14:07:56 EDT 2018",
"tashamarie2469","Tasha Marie Montelongo","1054071811078377472","Not Available","@ArchKennedy @adriandt31 @BrianKempGA Georgia is part of America. It's my business when a communist wants to be the governor of any state in my country. Say HELL NO to this Anti-America socialist who wants to RUIN the great state of Georgia. Research and VOTE AGAINST STACEY ABRAMS for the GOOD of Georgia and America!","null","Sun Oct 21 14:07:58 EDT 2018",
"elccollins","Hwheelz","1054071824563298309","Not Available","GEORGIANS - We need to make sure @staceyabrams wins so that, among other things, she can launch an investigation into @BrianKempGA’s egregious efforts to disenfranchise Georgia’s voters. This guy should be in jail, not a Governor’s mansion. https://t.co/2fHZdNtmFL","null","Sun Oct 21 14:08:01 EDT 2018",
"Barbara_Ann_M","Barbara Mcentyre","1054071846205906944","Not Available","@BrianKempGA This is for👉 my very few liberal neighbors and all you👉 liberal twitter trolls, who can't vote in GA  👉 👉👉 This video is for You😎👉American Media, Soviet Tactics" 
Remember👉👉👉
VoteKemp4GAgov
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
VoteKemp4GAgov
https://t.co/a489LYrvoG","null","Sun Oct 21 14:08:06 EDT 2018",
"DLTrunnell","Donna 57","1054071845685616641","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:08:06 EDT 2018",
"DLTrunnell","Donna 57","1054071864446734337","Not Available","@realDonaldTrump @BrianKempGA 2/  security and democracy in general. Kemp is maliciously wielding the power of his office to suppress the vote for political gain and silence the voices of thousands of eligible voters -- the majority of them people of color

1. In 2014 approximately 40,000 voter registrations","null","Sun Oct 21 14:08:10 EDT 2018",
"DLTrunnell","Donna 57","1054071877038039040","Not Available","@realDonaldTrump @BrianKempGA 3/  were lost the vast majority were people of color. 
2. The state’s electronic voting machines haven’t been updated since 2005 and run on Windows 2000 received an F- rating can be hacked within minutes. Kemp refuses to do anything.
3. Used the outdated, hackable infrastructure","null","Sun Oct 21 14:08:13 EDT 2018",
"DLTrunnell","Donna 57","1054071890568916992","Not Available","@realDonaldTrump @BrianKempGA 4/  in the runoff between Jon Ossoff and Karen Handel despite known breaches, faulty equipment, and theft of electronic polling books that contained voter data.
4. Leaked voter information including Social Security numbers and driver’s license data twice. To settle a lawsuit Kemp","null","Sun Oct 21 14:08:17 EDT 2018",
"Barbara_Ann_M","Barbara Mcentyre","1054071898588569600","https://t.co/KGgWa5oYhV","#Kemp is GAs Healthy Choice4gov!
#GaFarmers
#Kemp4gov
🍅🌽🍉🍊🍐
🐷🐖🐮🐄🐂🐓🐔🐣
🌄🌃 https://t.co/KGgWa5oYhV","null","Sun Oct 21 14:08:18 EDT 2018",
"DLTrunnell","Donna 57","1054071918825943040","Not Available","@realDonaldTrump @BrianKempGA 5/  admitted he leaked the data and as part of the settlement the state agreed to pay $1.2 million for a year’s worth of credit monitoring for millions of Georgians.
5. Massive breach of 6 million registered voters password files and encryption keys that could be accessed online","null","Sun Oct 21 14:08:23 EDT 2018",
"DLTrunnell","Donna 57","1054071938824302593","Not Available","@realDonaldTrump @BrianKempGA 6/  by anyone looking. Days after the lawsuit filed technicians erased the hard drives of the server in question. 
6. Over 1.4 million voter registrations have been purged since 2012 with nearly 670,000 in 2017 alone using a racially biased methodology called Crosscheck Program","null","Sun Oct 21 14:08:28 EDT 2018",
"DLTrunnell","Donna 57","1054071952934002688","Not Available","@realDonaldTrump @BrianKempGA 7/  supplied by Kris Kobach Kansas SoS. Legitimate voters were purged from the voter rolls because they left the state or moved from their congressional district when they hadn’t moved anywhere. 
7. 2017, a group of electoral reform advocates filed a lawsuit to force the state to","null","Sun Oct 21 14:08:31 EDT 2018",
"Baconbitsnews","BaconBitsNews","1054071966121058304","Not Available","Hmmm... @FoxNews @Everytown @MomsDemand #MakeAmericaGreatAgain #VoterSuppressionIsUnAmerican #VoteThemAllOut @HuffPostPol @CBSNews https://t.co/lm5uKTc5Kb","null","Sun Oct 21 14:08:35 EDT 2018",
"DLTrunnell","Donna 57","1054071968952070144","Not Available","@realDonaldTrump @BrianKempGA 8/  retire its antiquated touch-screen voting machines. Four days later the election servers were wiped clean.
8. 2018 around 53,000 voters (nearly 70% of them African-Americans) had their registrations placed on hold because of a mismatch with drivers license or social security","null","Sun Oct 21 14:08:35 EDT 2018",
"RealPollack","J. L. Pollack","1054072018415452160","Not Available","Proud of @AustinScottGA08 and all he’s done for the 8th. I wish I could have voted for him in my time at VSU, but proud to work with him","null","Sun Oct 21 14:08:47 EDT 2018",
"DLTrunnell","Donna 57","1054072031103176705","Not Available","@realDonaldTrump @BrianKempGA 9/  information. The exact match checks disproportionately and negatively impact the ability of voting-eligible African-American, Latino and Asian-American applicants. 

IF NOTHING IS DONE RIGHT AWAY ABOUT KEMP I WILL KNOW THIS TWEET IS NOTHING BUT A SHOW FOR MIDTERMS AND A LIE!","null","Sun Oct 21 14:08:50 EDT 2018",
"JJaazzee1","JP","1054072043409473539","https://t.co/2168XocNXk","I can't believe all the stuff that happens in just one week. Unbelievable https://t.co/2168XocNXk","null","Sun Oct 21 14:08:53 EDT 2018",
"RealPollack","J. L. Pollack","1054072044227309571","Not Available","Honored to have the strong endorsement of Congressman @AustinScott4GA and look forward to working together to strengthen rural Georgia and keep our entire state moving in the right direction! #gapol #gagop #tcot #gafirst https://t.co/F8WTJ1NIiK","null","Sun Oct 21 14:08:53 EDT 2018",
"JJaazzee1","JP","1054072083498655744","Not Available","Week 101. The photo is GA -people waiting 3 hours in line 3 weeks before the election to vote because of efforts by their SoS @BrianKempGA running for gov, to steal their vote.  On top of the other 159 not normal items this week, how is this democracy?!
https://t.co/w6RXE0iJqk","null","Sun Oct 21 14:09:03 EDT 2018",
"ChrissyMI","ChrissyMI","1054072103094378496","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:09:07 EDT 2018",
"ncar999","🛡️💯🇺🇸NaCaMo🇺🇸💯🛡️🔥💥QFD BANNED💥🔥","1054072103505412096","Not Available","@luvnewinfo @techneek10 @UncleSteveInGa @Elizabe19118186 @GATrumpTrain @Real_PeachyKeen @GaDawgforTrump @GaRepublicans @RickJeffaresGA @RedNationRising @Georgiapinecone Dear #GATrumpTrain Family
Follow:
Senator @sendavidperdue
Senator @JohnnyIsakson
Representative District 10 Jody Hice @CongressmanHice 
Governor @NathanDeal 
Future Governor @BrianKempGA
GAGOP @GaRepublicans
#TeamKemp
#gagop
#gapol
#gafirst
#tcot 
#KeepGARed
#KeepChoppin","null","Sun Oct 21 14:09:07 EDT 2018",
"JJaazzee1","JP","1054072105162149890","Not Available","@Amy_Siskind @BrianKempGA Is this what Democracy looks like in GA under your leadership? Shame on you all! @BrianKempGA @NathanDeal @GovernorDeal @SenatorIsakson @sendavidperdue","null","Sun Oct 21 14:09:08 EDT 2018",
"JJaazzee1","JP","1054072138179731456","Not Available","@Amy_Siskind @BrianKempGA But God bless them for doing it despite the terrible suppression overseen by Brian Kemp. May we elect leaders - with their help - who will bring create a stronger Voting Rights Act and end this suppression. 
@staceyabrams provides hope for #Georgia","null","Sun Oct 21 14:09:16 EDT 2018",
"CentristRn","RN_Centrist","1054072144672555009","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:09:17 EDT 2018",
"CentristRn","RN_Centrist","1054072170744299520","Not Available","@realDonaldTrump @BrianKempGA 2/  security and democracy in general. Kemp is maliciously wielding the power of his office to suppress the vote for political gain and silence the voices of thousands of eligible voters -- the majority of them people of color

1. In 2014 approximately 40,000 voter registrations","null","Sun Oct 21 14:09:23 EDT 2018",
"Jaybird655","Jaybird65","1054072181909524481","Not Available","My wife, Marty, knows me best. As governor, I will grow jobs, invest in education, and keep our families safe. I will work every day to make hardworking Georgians proud. #gapol #gafirst #tcot #gagop https://t.co/aPXQ6Jkpg1","null","Sun Oct 21 14:09:26 EDT 2018",
"CentristRn","RN_Centrist","1054072192219131904","Not Available","@realDonaldTrump @BrianKempGA 3/  were lost the vast majority were people of color. 
2. The state’s electronic voting machines haven’t been updated since 2005 and run on Windows 2000 received an F- rating can be hacked within minutes. Kemp refuses to do anything.
3. Used the outdated, hackable infrastructure","null","Sun Oct 21 14:09:28 EDT 2018",
"bearclaw_d","@CUDAMOPAR","1054072204084809728","Not Available","📢ATTENTION #GA VOTERS📢

DON'T JUST READ THE HEADLINE. READ THIS ENTIRELY‼️This article debunks every single LIE that Stacey Abrams is stating about @BrianKempGA. STACEY ABRAMS not only LIES but she is TOO EXTREME for Georgia.

#GaPol #MAGA #GaFirst 
https://t.co/aYvhKs8HFp","null","Sun Oct 21 14:09:31 EDT 2018",
"CentristRn","RN_Centrist","1054072208346222593","Not Available","@realDonaldTrump @BrianKempGA 4/  in the runoff between Jon Ossoff and Karen Handel despite known breaches, faulty equipment, and theft of electronic polling books that contained voter data.
4. Leaked voter information including Social Security numbers and driver’s license data twice. To settle a lawsuit Kemp","null","Sun Oct 21 14:09:32 EDT 2018",
"Jaybird655","Jaybird65","1054072216755810304","Not Available","Honored to have the strong endorsement of Congressman @AustinScott4GA and look forward to working together to strengthen rural Georgia and keep our entire state moving in the right direction! #gapol #gagop #tcot #gafirst https://t.co/F8WTJ1NIiK","null","Sun Oct 21 14:09:34 EDT 2018",
"CentristRn","RN_Centrist","1054072222887882752","Not Available","@realDonaldTrump @BrianKempGA 5/  admitted he leaked the data and as part of the settlement the state agreed to pay $1.2 million for a year’s worth of credit monitoring for millions of Georgians.
5. Massive breach of 6 million registered voters password files and encryption keys that could be accessed online","null","Sun Oct 21 14:09:36 EDT 2018",
"Skyflow3r","S k y f l o w e r","1054072235713978369","Not Available","We literally need to bring in @UN observers for some of our states!  Kansas, North Dakota - and Georgia is a full on banana republic thanks to @BrianKempGA and Gov @NathanDeal is letting it happen!","null","Sun Oct 21 14:09:39 EDT 2018",
"CentristRn","RN_Centrist","1054072241116332033","Not Available","@realDonaldTrump @BrianKempGA 6/  by anyone looking. Days after the lawsuit filed technicians erased the hard drives of the server in question. 
6. Over 1.4 million voter registrations have been purged since 2012 with nearly 670,000 in 2017 alone using a racially biased methodology called Crosscheck Program","null","Sun Oct 21 14:09:40 EDT 2018",
"courserous","OfCourserous","1054072245897826305","Not Available","@danielsgoldman @BrianKempGA seems like a ridiculous villain from an ‘80s movie. Too bad he’s a ridiculous villain in our collective reality. I miss Patrick Swayze. He would have known what to do.","null","Sun Oct 21 14:09:41 EDT 2018",
"CentristRn","RN_Centrist","1054072257440595968","Not Available","@realDonaldTrump @BrianKempGA 7/  supplied by Kris Kobach Kansas SoS. Legitimate voters were purged from the voter rolls because they left the state or moved from their congressional district when they hadn’t moved anywhere. 
7. 2017, a group of electoral reform advocates filed a lawsuit to force the state to","null","Sun Oct 21 14:09:44 EDT 2018",
"GMDH18","GMDH","1054072264277270530","Not Available","Stacey Abrams could lose by .8% of the vote, while Brian Kemp has disenfranchised over 1,000,000 people (or more than 1% of the Georgia electorate), in his time as Secretary of State. 

Talk about undemocratic and self-dealing corruption. 

@BrianKempGA is a danger to democracy. https://t.co/v5DTeS4tKP","null","Sun Oct 21 14:09:46 EDT 2018",
"CentristRn","RN_Centrist","1054072275689975810","Not Available","@realDonaldTrump @BrianKempGA 8/  retire its antiquated touch-screen voting machines. Four days later the election servers were wiped clean.
8. 2018 around 53,000 voters (nearly 70% of them African-Americans) had their registrations placed on hold because of a mismatch with drivers license or social security","null","Sun Oct 21 14:09:48 EDT 2018",
"isloving_life","Sunshine  - Regrets, have many","1054072281918509056","Not Available","@lad1121 @_DEXcellency_ @jwood731 @BrianKempGA Back at you. Seems your spreading rumors and innuendo.","null","Sun Oct 21 14:09:50 EDT 2018",
"JJaazzee1","JP","1054072303129161728","Not Available","@UniteBlue @UniteBlueGA @DemRoundtable @BlueActionDems @youngdems @youngdemocrat @CollegeDems @USProgressives @PplsAction @DFAaction @dscc @YoungDemsUGA @staceyabrams @PolitiZoom @Madam_President @NAACP @ACLU @ACLUofGA https://t.co/mtXwRta69J","null","Sun Oct 21 14:09:55 EDT 2018",
"Malaury25041412","Malaury","1054072323689668608","Not Available","@BrianKempGA @torithompson_ @kennesawstate Keep choppin’ those votes!","null","Sun Oct 21 14:10:00 EDT 2018",
"JJaazzee1","JP","1054072357755740165","Not Available","@realDonaldTrump @BrianKempGA 4/  in the runoff between Jon Ossoff and Karen Handel despite known breaches, faulty equipment, and theft of electronic polling books that contained voter data.
4. Leaked voter information including Social Security numbers and driver’s license data twice. To settle a lawsuit Kemp","null","Sun Oct 21 14:10:08 EDT 2018",
"JJaazzee1","JP","1054072383764619266","Not Available","@realDonaldTrump @BrianKempGA 5/  admitted he leaked the data and as part of the settlement the state agreed to pay $1.2 million for a year’s worth of credit monitoring for millions of Georgians.
5. Massive breach of 6 million registered voters password files and encryption keys that could be accessed online","null","Sun Oct 21 14:10:14 EDT 2018",
"iqqmed","George Marincovich","1054072387430424576","Not Available","Week 101. The photo is GA -people waiting 3 hours in line 3 weeks before the election to vote because of efforts by their SoS @BrianKempGA running for gov, to steal their vote.  On top of the other 159 not normal items this week, how is this democracy?!
https://t.co/w6RXE0iJqk","null","Sun Oct 21 14:10:15 EDT 2018",
"cotey_mary","Mary Cotey","1054072390416785409","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:10:16 EDT 2018",
"MorianTina","Christina Morian","1054072420284411904","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:10:23 EDT 2018",
"MorianTina","Christina Morian","1054072434607955968","Not Available","@realDonaldTrump @BrianKempGA 2/  security and democracy in general. Kemp is maliciously wielding the power of his office to suppress the vote for political gain and silence the voices of thousands of eligible voters -- the majority of them people of color

1. In 2014 approximately 40,000 voter registrations","null","Sun Oct 21 14:10:26 EDT 2018",
"mizdowney","MizDowney","1054072447706767361","Not Available","Voter suppression is un-American. #Shame on @BrianKempGA for being a cheat. #BrianKempIsCorrupt","null","Sun Oct 21 14:10:29 EDT 2018",
"MorianTina","Christina Morian","1054072461405442055","Not Available","@realDonaldTrump @BrianKempGA 3/  were lost the vast majority were people of color. 
2. The state’s electronic voting machines haven’t been updated since 2005 and run on Windows 2000 received an F- rating can be hacked within minutes. Kemp refuses to do anything.
3. Used the outdated, hackable infrastructure","null","Sun Oct 21 14:10:33 EDT 2018",
"KyraHalloway","💚💙KyraHOWLloway🌕🐺🎃(Internalized Heterophobia)","1054072473984086018","Not Available","Please don't cross any lines in civility toward politicians who never have town halls, and instead focus on civil processes like waiting in line for three hours to vote in an election where the legitimacy of your vote will be decided by the one of the candidates. https://t.co/kubjHzrOL4","null","Sun Oct 21 14:10:36 EDT 2018",
"MorianTina","Christina Morian","1054072487498145797","Not Available","@realDonaldTrump @BrianKempGA 6/  by anyone looking. Days after the lawsuit filed technicians erased the hard drives of the server in question. 
6. Over 1.4 million voter registrations have been purged since 2012 with nearly 670,000 in 2017 alone using a racially biased methodology called Crosscheck Program","null","Sun Oct 21 14:10:39 EDT 2018",
"panglim42","Patrick","1054072501033029632","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:10:42 EDT 2018",
"cotey_mary","Mary Cotey","1054072503658840065","Not Available","@realDonaldTrump @BrianKempGA 2/  security and democracy in general. Kemp is maliciously wielding the power of his office to suppress the vote for political gain and silence the voices of thousands of eligible voters -- the majority of them people of color

1. In 2014 approximately 40,000 voter registrations","null","Sun Oct 21 14:10:43 EDT 2018",
"MorianTina","Christina Morian","1054072506930343937","Not Available","@realDonaldTrump @BrianKempGA 7/  supplied by Kris Kobach Kansas SoS. Legitimate voters were purged from the voter rolls because they left the state or moved from their congressional district when they hadn’t moved anywhere. 
7. 2017, a group of electoral reform advocates filed a lawsuit to force the state to","null","Sun Oct 21 14:10:44 EDT 2018",
"JamesConne","James Connelly","1054072508226433028","https://t.co/iEx5fLbL5w",".@guardian speaks with @Greg_Palast about @BrianKempGA’s egregious voter suppression in Georgia. 
https://t.co/iEx5fLbL5w","null","Sun Oct 21 14:10:44 EDT 2018",
"MorianTina","Christina Morian","1054072519748136960","Not Available","@realDonaldTrump @BrianKempGA 8/  retire its antiquated touch-screen voting machines. Four days later the election servers were wiped clean.
8. 2018 around 53,000 voters (nearly 70% of them African-Americans) had their registrations placed on hold because of a mismatch with drivers license or social security","null","Sun Oct 21 14:10:47 EDT 2018",
"NotAMeekNegro","Petty Tendergrass","1054072523925712896","https://t.co/x8yMIQBxyF","Check Georgia and your boy @BrianKempGA https://t.co/x8yMIQBxyF","null","Sun Oct 21 14:10:48 EDT 2018",
"panglim42","Patrick","1054072536932077568","Not Available","@realDonaldTrump @BrianKempGA 2/  security and democracy in general. Kemp is maliciously wielding the power of his office to suppress the vote for political gain and silence the voices of thousands of eligible voters -- the majority of them people of color

1. In 2014 approximately 40,000 voter registrations","null","Sun Oct 21 14:10:51 EDT 2018",
"Dawn4amber","dawn Littlefield ,md","1054072546314870784","https://t.co/cRw0UULMt7","@SarahLies4Trump @realDonaldTrump @BrianKempGA Guess you told https://t.co/cRw0UULMt7.dang gal. You needed to vent😂😂","null","Sun Oct 21 14:10:53 EDT 2018",
"cotey_mary","Mary Cotey","1054072646130917377","Not Available","@realDonaldTrump @BrianKempGA 3/  were lost the vast majority were people of color. 
2. The state’s electronic voting machines haven’t been updated since 2005 and run on Windows 2000 received an F- rating can be hacked within minutes. Kemp refuses to do anything.
3. Used the outdated, hackable infrastructure","null","Sun Oct 21 14:11:17 EDT 2018",
"Punchdrunklov_","diana d","1054072652137160709","Not Available","We literally need to bring in @UN observers for some of our states!  Kansas, North Dakota - and Georgia is a full on banana republic thanks to @BrianKempGA and Gov @NathanDeal is letting it happen!","null","Sun Oct 21 14:11:18 EDT 2018",
"vaneitaadams","Vaneita","1054072657606574080","Not Available","@realDonaldTrump STOP dreaming. @BrianKempGA is an IDIOT, makes a lot of mistakes. Recall in 2015, he erroneously distributed personal data including social security #s & date of birth of 6.2 million Georgia votes!  Wow! What a disgrace! @washingtonpost @staceyabrams @ajc @CNN @GovernorDeal","null","Sun Oct 21 14:11:19 EDT 2018",
"JJaazzee1","JP","1054072658424459264","Not Available","@realDonaldTrump @BrianKempGA 8/  retire its antiquated touch-screen voting machines. Four days later the election servers were wiped clean.
8. 2018 around 53,000 voters (nearly 70% of them African-Americans) had their registrations placed on hold because of a mismatch with drivers license or social security","null","Sun Oct 21 14:11:20 EDT 2018",
"BernToTheFuture","🕊#SandersTurner2020🕊🇵🇸🇾🇪","1054072664237752327","Not Available","@TalbertSwan @BrianKempGA And TWO different white girls are the gatekeepers.

This is an EXACT depiction of how white patriarchy works in this country.

Kemp must feel very safe. https://t.co/HVyvVKaUW8","null","Sun Oct 21 14:11:21 EDT 2018",
"IlannaPhillips","Ilanna Phillips","1054072701550088192","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:11:30 EDT 2018",
"aramazad12","aram-azad","1054072707783016450","Not Available","@BrianKempGA @AustinScott4GA While Brian Kemp was assessing the damage in South Georgia from #HurricaneMichael, Stacey Abrams was making the circuit of liberal media programs and naming a county in Georgia THAT DOESN'T EVEN EXIST‼️😂 https://t.co/p4CkAa640A","null","Sun Oct 21 14:11:31 EDT 2018",
"TGeis73","Terri Geis","1054072724811845632","Not Available","@realDonaldTrump 1/  LIAR LIAR PANTS ON FIRE! Nothing is being done because if there was, @BrianKempGA would have been recalled from his position already! 

Georgia has been contending with corruption, incompetence and negligence from Kemp, whose actions have undermined voting systems, election","null","Sun Oct 21 14:11:35 EDT 2018",
"IlannaPhillips","Ilanna Phillips","1054072727944945664","Not Available","@realDonaldTrump @BrianKempGA 2/  security and democracy in general. Kemp is maliciously wielding the power of his office to suppress the vote for political gain and silence the voices of thousands of eligible voters -- the majority of them people of color

1. In 2014 approximately 40,000 voter registrations","null","Sun Oct 21 14:11:36 EDT 2018",
"Bohemianbloom","Vote November 6th.","1054072728334983168","Not Available","@FBI @BrianKempGA why are you not investigating this man. He is commuting federal crimes. @BrianKempGA should be in jail.","null","Sun Oct 21 14:11:36 EDT 2018",
"deejay90192","Resist4Humanity🌊🌊🌊","1054072748409044992","https://t.co/mG6p91Yjam","@realDonaldTrump Myth of Voter Fraud

VOTER SUPPRESSION IS STEALING PEOPLE'S VOTES .@BrianKempGA
.@KrisKobach1787 What's the Penalty for that?  #GaPol
https://t.co/mG6p91Yjam","null","Sun Oct 21 14:11:41 EDT 2018",
